Image,Title,Author,Format,Rating,Price,OldPrice,ISBN,Category
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473616127.jpg,The Moon is a Harsh Mistress,Robert A. Heinlein,Paperback,4.0,7.5,12.9,9781473616127,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9568/9780956896285.jpg,Soviet Space Dogs,Olesya Turkina,Hardback,4.0,15.86,27.0,9780956896285,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9083/9781908313867.jpg,Red Notebook,Antoine Laurain,Paperback,4.0,8.82,11.4,9781908313867,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1418/9780141807157.jpg,My Completely Best Story Collection,Lauren Child,CD-Audio,4.0,7.57,11.5,9780141807157,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7874/9781787460560.jpg,Darker,E.L. James,Paperback,4.0,10.1,10.3,9781787460560,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4977/9788497783736.jpg,Nuevo Espanol en Marcha: Student Book Level A1,Francisca ... [et al.]  Castro Viudez,Mixed media product,0.0,28.87,33.29,9788497783736,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143124832.jpg,It,Alexa Chung,Hardback,3.5,22.63,31.4,9780143124832,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6005/9781600592164.jpg,The Complete Guide to High-Fire Glazes,John Britt,Paperback,4.5,18.85,20.1,9781600592164,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141978284.jpg,Red Famine,Anne Applebaum,Paperback,4.5,12.09,15.0,9780141978284,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9373/9780937381342.jpg,German Wheat Beer,Eric Warner,Paperback,4.0,10.09,13.9,9780937381342,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4335/9781433506956.jpg,For the Children's Sake,Susan Schaeffer Macaulay,Paperback,4.5,10.8,15.0,9781433506956,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3161/9780316113007.jpg,Hold Me Tight,Sue Johnson,Hardback,4.0,17.85,26.0,9780316113007,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612629230.jpg,The Seven Deadly Sins 2,Nakaba Suzuki,Paperback,4.5,9.58,12.4,9781612629230,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472229670.jpg,ME ME ME,Charlotte Crosby,Paperback,4.0,10.95,12.4,9781472229670,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472119230.jpg,The Weight Escape,Joseph Ciarrochi,Paperback,0.0,8.32,12.4,9781472119230,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419709357.jpg,Montessori: Shape Work,Bobby George,Board book,4.0,8.42,10.3,9781419709357,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7566/9780756645168.jpg,Star Wars,Simon Beecroft,Paperback,4.0,3.88,4.0,9780756645168,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4449/9781444922578.jpg,Enid Blyton's Christmas Stories,Enid Blyton,Paperback,4.0,7.7,9.3,9781444922578,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9320/9780932040282.jpg,Yoga Sutras of Patanjali Pocket Edition,Patanjali,Paperback,4.5,6.69,8.56,9780932040282,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471135651.jpg,Walking the Nile,LEVISON WOOD,Paperback,4.0,9.88,11.4,9781471135651,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5930/9781593073312.jpg,Berserk Volume 10,Kentaro Miura,Paperback,4.5,11.73,15.0,9781593073312,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4493/9781449394097.jpg,SQL Pocket Guide,Jonathan Gennick,Paperback,4.0,12.07,18.0,9781449394097,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486426914.jpg,The Genealogy of Morals,Friedrich Wilhelm Nietzsche,Paperback,4.0,3.41,3.61,9780486426914,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473655324.jpg,Dune Messiah,Frank Herbert,Paperback,4.0,6.03,12.9,9781473655324,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9340/9781934030752.jpg,Swim Workouts for Triathletes,Gale Bernhardt,Paperback,4.5,25.28,29.3,9781934030752,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141978109.jpg,Into The Woods,John Yorke,Paperback,4.0,9.8,12.4,9780141978109,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9219/9781921966392.jpg,Mindful Learning,Craig Hassed,Paperback,4.0,10.85,12.9,9781921966392,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751551280.jpg,The Skeleton Road,Val McDermid,Paperback,4.0,8.21,11.4,9780751551280,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0079/9780007946853.jpg,HOLY BIBLE: King James Version (KJV) Black Presentation Edition,Not Known,Hardback,4.5,16.88,21.1,9780007946853,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/8053/8536/8053853600288.jpg,"Moleskine 2020 Petit Prince Weekly Planner, 12m, Pocket, Fox, Hard Cover (3.5 X 5.5)",Moleskine,Calendar,0.0,10.95,20.72,8053853600288,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593857097.jpg,Cognitive Behavior Therapy and Eating Disorders,Christopher G. Fairburn,Hardback,4.0,44.13,47.3,9781593857097,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5829/9781582972947.jpg,Plot and Structure,James Scott Bell,Paperback,4.0,12.96,16.0,9781582972947,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8998/9780899854816.jpg,Operating in the Courts of Heaven,Robert Henderson,Paperback,4.5,13.63,17.0,9780899854816,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0624/9780062438324.jpg,Lauren Conrad Celebrate,Lauren Conrad,Hardback,4.0,21.6,29.3,9780062438324,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1996/9780199680375.jpg,Mentalization-Based Treatment for Personality Disorders,Anthony Bateman,Paperback,4.0,41.36,43.2,9780199680375,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593076835.jpg,Midnight in Chernobyl,Adam Higginbotham,Hardback,4.5,22.62,24.0,9780593076835,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593071717.jpg,Harry Potter Film Wizardry (Revised and expanded),Warner Bros.,Hardback,4.5,30.54,32.4,9780593071717,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061733529.jpg,Self-Compassion,Kristin Neff,Paperback,4.0,13.03,16.0,9780061733529,Personal-Development
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4234/9781423444879.jpg,Introducing the Positions for Violin,Harvey S. Whistler,Paperback,4.0,7.5,8.0,9781423444879,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7619/9780761967941.jpg,Assessment in Early Childhood Settings,Margaret Carr,Paperback,4.0,36.36,38.6,9780761967941,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846143496.jpg,Pocket Atlas of Remote Islands,Judith Schalansky,Paperback,4.5,15.97,21.1,9781846143496,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8481/9781848126145.jpg,How To Talk So Little Kids Will Listen,Joanna Faber,Paperback,4.5,10.35,13.9,9781848126145,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9333/9781933339016.jpg,The Story of the World: History for the Classical Child,Susan Wise Bauer,Hardback,4.5,20.77,21.0,9781933339016,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0713/9780071352932.jpg,"Coaching for Improved Work Performance, Revised Edition",Ferdinand F. Fournies,Paperback,4.0,16.37,21.1,9780071352932,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7432/9780743234962.jpg,The Heart of the Soul,Gary Zukav,Paperback,4.0,11.29,17.0,9780743234962,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8754/9780875420288.jpg,Animal-speak,Ted Andrews,Paperback,4.5,20.09,26.3,9780875420288,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591164425.jpg,"Bleach, Vol. 2",Tite Kubo,Paperback,4.5,6.67,8.8,9781591164425,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6321/9781632170965.jpg,52 Lists For Happiness,Moorea Seal,Diary,4.5,12.21,18.0,9781632170965,Personal-Development
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4403/9780440351832.jpg,Man & His Symbols,Carl Gustav Jung,Paperback,4.0,8.82,9.95,9780440351832,Personal-Development
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8709/9781870946070.jpg,The Phonics Handbook,Sue Lloyd,Spiral bound,4.0,32.44,38.0,9781870946070,Society-Social-Sciences
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473621299.jpg,Spook Street,Mick Herron,Paperback,4.5,8.36,11.4,9781473621299,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447223818.jpg,Dear Santa,Rod Campbell,Board book,4.0,6.14,7.8,9781447223818,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1405/9780140513103.jpg,A Critical Dictionary of Psychoanalysis,Charles Rycroft,Paperback,4.0,10.17,12.9,9780140513103,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786570406.jpg,Lonely Planet Ethiopia & Djibouti,Lonely Planet,Paperback,4.5,17.08,21.1,9781786570406,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5601/9781560109907.jpg,Color Mixing Recipes for Portraits,William F. Powell,Spiral bound,4.0,8.08,8.8,9781560109907,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8048/9780804834711.jpg,Bruce Lee Striking Thoughts,Bruce Lee,Paperback,4.5,12.31,16.0,9780804834711,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0073/9780007355914.jpg,Green Eggs and Ham,Dr. Seuss,Paperback,4.5,7.91,8.8,9780007355914,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5914/9781591431909.jpg,Speaking with Nature,Sandra Ingerman,Paperback,4.0,12.59,15.0,9781591431909,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4700/9780470055892.jpg,The Little Book of Value Investing,Christopher H. Browne,Hardback,4.0,14.32,22.7,9780470055892,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4403/9781440348372.jpg,The Emotional Craft of Fiction,Donald Maass,Paperback,4.5,11.85,16.0,9781440348372,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7801/9781780172736.jpg,Business Analysis Techniques,James Cadle,Paperback,4.5,43.97,44.99,9781780172736,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8414/9781841499086.jpg,The Blinding Knife,Brent Weeks,Paperback,4.5,10.49,12.9,9781841499086,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143123231.jpg,The Silent Wife,A S a Harrison,Paperback,3.5,9.9,11.4,9780143123231,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9116/9781911600411.jpg,Tanya's Christmas,Tanya Burr,Hardback,4.0,13.36,21.1,9781911600411,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9093/9781909342132.jpg,Virginia Woolf's Garden: the Story of the Garden at Monk's House,Caroline Zoob,Hardback,4.5,30.07,37.6,9781909342132,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509821822.jpg,Everything in its Place,Oliver Sacks,Paperback,4.0,13.21,20.1,9781509821822,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8597/9780859790468.jpg,"Air Ministry Pilot's Notes: Supermarine Spitfire IX, XI and XVI",Air Ministry,Paperback,5.0,5.57,7.8,9780859790468,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2856/9780285632653.jpg,Archery Anatomy,Ray Axford,Paperback,4.0,14.71,16.0,9780285632653,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141046747.jpg,Fly By Wire,William Langewiesche,Paperback,4.0,9.96,12.4,9780141046747,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141027821.jpg,The Sleepwalkers,Christopher Clark,Paperback,4.0,12.77,13.9,9780141027821,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401235628.jpg,Wonder Woman Vol. 1,Brian Azzarello,Paperback,4.0,11.36,15.0,9781401235628,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400080793.jpg,The Quantum and the Lotus,Professor of Astronomy Trinh Xuan Thuan,Paperback,4.0,13.46,15.0,9781400080793,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1435/9780143567578.jpg,The Penguin History of New Zealand,Michael King,Paperback,4.0,21.98,26.0,9780143567578,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751552713.jpg,The Long Way Home,Louise Penny,Paperback,4.0,5.08,11.4,9780751552713,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1402/9780140231700.jpg,Berlin Noir,Philip Kerr,Paperback,4.0,21.51,23.26,9780140231700,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421591766.jpg,"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 10",Hirohiko Araki,Hardback,4.5,14.11,16.0,9781421591766,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4335/9781433552434.jpg,12 Ways Your Phone Is Changing You,Tony Reinke,Paperback,4.5,13.15,16.0,9781433552434,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062025708.jpg,Ami Ami Dogs,Mitsuki Hoshi,Paperback,4.5,10.21,10.49,9780062025708,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099595809.jpg,Midnight In Sicily,Peter Robb,Paperback,4.0,11.44,13.9,9780099595809,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3212/9780321205681.jpg,User Stories Applied,Mike Cohn,Paperback,4.0,32.13,36.95,9780321205681,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8476/9781847670762.jpg,The Complete Peanuts 1957-1958,Charles M. Schulz,Hardback,4.5,19.28,24.0,9781847670762,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8440/9781844088966.jpg,Vita Sackville-West's Sissinghurst,Vita Sackville-West,Hardback,4.0,25.12,37.1,9781844088966,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8975/9780897502023.jpg,Tao of Jeet Kune Do,Bruce Lee,Paperback,4.5,26.0,33.0,9780897502023,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8548/9781854862549.jpg,The Mini-lathe,David Fenner,Paperback,3.5,7.85,9.5,9781854862549,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141987149.jpg,Inglorious Empire,Shashi Tharoor,Paperback,4.0,9.8,12.4,9780141987149,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8497/9780849793172.jpg,Piano for the Young Beginner Primer A,James Bastien,Sheet music,4.0,6.34,6.7,9780849793172,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4732/9781473217492.jpg,Archangel's Heart,Nalini Singh,Paperback,4.5,9.0,12.9,9781473217492,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5343/9781534306776.jpg,Rat Queens Volume 5: The Colossal Magic Nothing,Kurtis J. Wiebe,Paperback,3.5,13.57,18.0,9781534306776,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6838/9781683833987.jpg,The Elder Scrolls: The Official Cookbook,Chelsea Monroe-cassel,Hardback,4.5,25.46,43.2,9781683833987,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007153589.jpg,How to be Alone,Jonathan Franzen,Paperback,3.5,9.07,10.3,9780007153589,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241283912.jpg,The Little Book of Hygge,Meik Wiking,Hardback,3.5,11.61,11.99,9780241283912,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447282730.jpg,Alone on the Wall,Alex Honnold,Paperback,4.0,7.57,11.4,9781447282730,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241975152.jpg,Ardennes 1944,Antony Beevor,Paperback,4.0,11.2,12.9,9780241975152,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5773/9781577316879.jpg,The Magician's Way,William Whitecloud,Paperback,4.0,11.77,12.99,9781577316879,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6002/9781600250309.jpg,The Prosperous Coach,Steve Chandler,Paperback,4.5,30.93,40.58,9781600250309,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5652/9781565238428.jpg,Complete Starter Guide to Whittling,Woodcarving Illustrated,Paperback,4.0,10.16,11.4,9781565238428,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007466702.jpg,The Elite,Kiera Cass,Paperback,4.0,7.98,10.5,9780007466702,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6208/9781620871591.jpg,Anatomy for Runners,Jay Dicharry,Paperback,4.0,10.83,11.99,9781620871591,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141375632.jpg,One Of Us Is Lying,Karen McManus,Paperback,4.0,8.31,9.3,9780141375632,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486296951.jpg,The Mysterious Affair at Styles,Agatha Christie,Paperback,4.0,6.76,7.0,9780486296951,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6174/9781617455735.jpg,Rulerwork Quilting Idea Book,Amanda Murphy,Paperback,4.5,18.13,21.1,9781617455735,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7434/9780743400657.jpg,Meditation As Medicine,Cameron Stauth,Paperback,4.0,14.79,18.0,9780743400657,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4402/9781440246401.jpg,The Ultimate Guide to Vintage Transformers Action Figures,Mark Bellomo,Paperback,4.5,23.47,26.3,9781440246401,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9673/9780967398389.jpg,Raw Juices Can Save Your Life!,Dr Sandra Cabot M D,Paperback,4.0,12.22,13.9,9780967398389,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486228709.jpg,The Practice and Science of Drawing,Harold Speed,Paperback,4.0,12.43,15.0,9780486228709,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141983042.jpg,The Undoing Project,Michael Lewis,Paperback,4.0,9.93,11.5,9780141983042,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7823/9781782395508.jpg,Reaching Down the Rabbit Hole,Allan Ropper,Paperback,4.0,6.9,12.9,9781782395508,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471172069.jpg,My Diarrhe,Miranda Sings,Hardback,4.0,16.06,21.1,9781471172069,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8118/9780811828895.jpg,The Yoga Deck,Olivia H. Miller,Calendar,0.0,12.49,12.5,9780811828895,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408898130.jpg,Harry Potter and the Chamber of Secrets - Ravenclaw Edition,J.K. Rowling,Hardback,4.5,14.56,18.0,9781408898130,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1381/9781138183636.jpg,Intercultural Communication,Adrian Holliday,Paperback,3.5,33.34,45.8,9781138183636,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4463/9781446303788.jpg,Tilda's Seaside Ideas,Tone Finnanger,Paperback,3.5,8.33,10.3,9781446303788,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/1863/9788186336144.jpg,"Asana, Pranayama, Mudra and Bandha",Swami Satyananda Saraswati,Paperback,4.5,29.78,31.4,9788186336144,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553815221.jpg,1421,Gavin Menzies,Paperback,3.5,13.86,13.9,9780553815221,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5454/9780545481939.jpg,Geronimo Stilton: #53 Rumble in the Jungle,Geronimo Stilton,Paperback,4.0,7.46,8.3,9780545481939,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7522/9780752266671.jpg,Match Annual 2020,Match,Hardback,0.0,9.93,13.9,9780752266671,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099457046.jpg,Moab Is My Washpot,Stephen Fry,Paperback,4.0,5.99,12.9,9780099457046,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3453/9780345349576.jpg,A Distant Mirror,Barbara W. Tuchman,Paperback,4.0,12.86,18.82,9780345349576,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091902582.jpg,New Toddler Taming,Christopher Green,Paperback,3.5,16.55,18.0,9780091902582,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509815906.jpg,Telling Tales,Ann Cleeves,Paperback,4.0,7.83,10.3,9781509815906,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9871/9780987105738.jpg,The Mad Scientist of Australian Hot Rodding: Rod Hadfield,Allison Hadfield,Paperback,0.0,28.36,29.79,9780987105738,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476731537.jpg,Beautiful Stranger,Christina Lauren,Paperback,4.0,8.44,11.4,9781476731537,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9429/9781942993889.jpg,"Bakemonogatari, Part 1",Nisioisin,Paperback,4.0,11.06,14.0,9781942993889,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1187/9781118714706.jpg,"Patterns, Principles, and Practices of Domain-Driven Design",Scott Millett,Paperback,4.5,42.47,51.3,9781118714706,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7833/9781783351626.jpg,Goalless Draws,David Squires,Paperback,4.5,13.73,16.0,9781783351626,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0613/9780061379284.jpg,When Time Began,Zecharia Sitchin,Paperback,4.0,7.11,8.3,9780061379284,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5450/9780545013635.jpg,Traits of Writing: The Complete Guide for Middle School,Ruth Culham,Mixed media product,4.5,23.39,32.5,9780545013635,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141343136.jpg,After,Morris Gleitzman,Paperback,4.5,6.99,8.8,9780141343136,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0083/9780008327057.jpg,BISH BASH BOSH!,Henry Firth,Hardback,4.5,22.58,25.2,9780008327057,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471129537.jpg,Stillness and Speed,Dennis Bergkamp,Paperback,4.0,9.15,12.9,9781471129537,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857020932.jpg,Learning Stories,Wendy Lee,Paperback,4.0,28.53,30.9,9780857020932,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409103462.jpg,The Return Journey,Maeve Binchy,Paperback,4.0,8.4,11.4,9781409103462,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6006/9781600610868.jpg,An Illustrated Life,Danny Gregory,Paperback,3.5,16.5,21.1,9781600610868,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141184388.jpg,Down and Out in Paris and London,George Orwell,Paperback,4.0,8.72,10.3,9780141184388,Biography
